titulo,articulo,fecha,autor,url,categoria
"En 2024, Zapotlán registró 244 agresiones de perros","Zapotlán el Grande, Jalisco.

La Unidad de Salud Animal de Zapotlán el Grande recibe por mes alrededor de 41 ingresos de perros, 12 gatos, 5 de fauna silvestre y entre 2 y 4 de grandes especies, así lo dio a conocer José Miguel Hernández Delgado, jefe de salud animal del municipio, quien refiere que estos datos obedecen sólo a los reportes que ellos reciben en la unidad de salud animal.

“Tenemos un ingreso ingreso mensual alrededor de 41.33 caninos y 12.6 felinos por mes. Algunos son alrededor de cinco reportes mensuales de fauna silvestre, los diversos que les mencionaba y dos reportes mensuales entre dos y cuatro reportes mensuales de grandes especies como bovinos, equinos, incluso algunos otros que podemos llegar a atender.

Entonces, si se fijan en la atención, no es nada más referente a perros y gatos, sino damos la atención a problemáticas relacionadas con fauna silvestre donde hemos capturado o resguardado incluso venados o hemos atendido reportes donde hay sospecha de grandes felinos como pumas que se encuentran aquí en la zona.”

En 2024 se registraron 244 reportes de agresiones de caninos a personas y 290 reportes de perros en la vía pública. El director de Salud Animal detalló que adicional a esto habría que agregar los reportes que llegan a la Secretaría de Salud, al momento de que el paciente acude a recibir servicios médicos y por otro lado, los reportes que llegan a reglamentos.

“En el 2024 tuvimos 244 reportes anuales de agresiones de caninos a personas, 20.33 por mes, si hablamos de perros en la vía pública o perros agresivos en la vía pública o reportes relacionados con perros en la calle, tenemos 200 reportes anuales que hace referencia 24.16 reportes por mes"".

El director de Salud Animal dijo que, en comparativa con la cantidad de perros y gatos que reciben, las adopciones son mucho menores, a pesar de que hay mejoran en la concientización por adoptar.

Esta información fue presentada a las personas, grupos y asociaciones que trabajan en pro del cuidado animal y sólo reflejan los servicios que se atiendan en la unidad de salud animal, sin embargo, desde la sociedad civil realizan

En este primer acercamiento entre el Gobierno Municipal y las personas en pro de la salud animal, se planteó la solicitud para que haya autorización a las asociaciones para vender sus productos en el Centro Histórico, así como realizar labores de concientización en instituciones educativas, conjuntar esfuerzos para la esterilización de perros y gatos, entre otros.

Luego de lonas de Profeco, gasolineras de Zapotlán “bajan” el precio

Con engaños, extorsionadores obligan a estudiante a aislarse en hotel; la hallan sana y salva

Comerciantes del centro ya no podrán trabajar los sábados

No sólo el Santiago está enfermo; el Río Coahuayana en Tuxpan también está contaminado

Convocan a participar en el libro colectivo: Contar con el lenguaje

Zapotlán el Grande prepara 7 festivales culturales y musicales en 2025

Tuxpan se prepara para uno de sus festejos más importantes

CUSur recibirá alrededor de 800 alumnos este primer semestre del 2025

El Criadero |13 de Enero del 2025

Con engaños, extorsionadores obligan a estudiante a aislarse en hotel; la hallan sana y salva

Comerciantes del centro ya no podrán trabajar los sábados

Pequeñas afectaciones fueron generadas por el sismo de 6.1 en el Sur de Jalisco

Descarrilamiento de tren en Zapotiltic provoca cierre de carretera

Mueren 3 trabajadores de bacheo de la SIOP tras volcadura en San Gabriel

Un nuevo centro universitario para el Sur, tarea para quien ocupe la Rectoría de la UdeG: Villanueva

”El oficio de construir"", documental homenaje a Raúl Padilla, llega a la Prepa de Zapotiltic

Zapotiltic abre administración con deudas y recorta nómina

Reforma catastral y más de 35 MDP en ingresos, el logro de la administración saliente en Tamazula",,Ana Isabel González García,https://udgtv.com/noticias/en-2024-zapotlan-registro-244-agresiones-de-perros/259098,Zapotlán el Grande
Subversiva | 31 de Enero 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Viernes de subversión

Hoy te contamos en #Subversiva en qué consiste esta práctica discriminatoria por edad conocida como #Edadismo, que afecta mayormente a las mujeres

Boreal | 28 de Febrero del 2025

Boreal | 21 de Marzo del 2025

Alma Con-Ciencia | 10 de Marzo 2025

Boreal | 07 de Marzo del 2025

Alma Con-Ciencia | 03 de Marzo 2025

Cumbres de Babel | 26 de Febrero del 2025

Aprender a Desaprender | 25 de Febrero 2025

Boreal | 21 de Febrero del 2025

Cumbres de Babel | 19 de Febrero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/subversiva-31-de-enero-2025/264930,Zapotlán el Grande
Cumbres de Babel | 08 de Enero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

¡Hoy en Cumbres de Babel tenemos un programa de lujo! Nos acompaña *Carlos Axel Flores Valdovinos*, un talento multifacético: editor, crítico literario, gestor cultural y músico .

#CumbresDeBabel #Literatura #Cultura #Libros #EditorialAteneoTzapotlatena #Lectura #CríticaLiteraria #Música #GestiónCultural #LibrosDeCortesía #CulturaViva

Señal Informativa |31 de Enero del 2025

Señal Informativa |30 de Enero del 2025

Señal Informativa |29 de Enero del 2025

Aprender a Desaprender | 28 de Enero 2025

Señal Informativa |28 de Enero del 2025

Señal Informativa |27 de Enero del 2025

Boreal | 24 de Enero del 2025

Señal Informativa |24 de Enero del 2025

Señal Informativa |23 de Enero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/cumbres-de-babel-08-de-enero-del-2025/263164,Zapotlán el Grande
Boreal | 24 de Enero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal Mujeres en la Ciencia - 24 enero

Señal Informativa |31 de Enero del 2025

Señal Informativa |30 de Enero del 2025

Señal Informativa |29 de Enero del 2025

Aprender a Desaprender | 28 de Enero 2025

Señal Informativa |28 de Enero del 2025

Señal Informativa |27 de Enero del 2025

Señal Informativa |24 de Enero del 2025

Señal Informativa |23 de Enero del 2025

Señal Informativa |22 de Enero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/boreal-24-de-enero-del-2025/263162,Zapotlán el Grande
Señal Informativa |03 de Diciembre del 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

Arranca campaña de acopio de papel y electrónicos en Zapotlán el Grande

Municipio de Gómez Farías enfrenta deuda pública superior a 15 millones de pesos por mala administración heredada

Conferencia en la FIL cuestiona al gobierno sobre justicia y libertad de expresión

Presentan libro póstumo de Gabriel García Márquez en la FIL: En agosto nos vemos

Boreal | 13 de Diciembre del 2024

Planeta Diversidad | 13 de Diciembre del 2024

La Cáscara | 12 de Diciembre 2024

Psyheads - Sa. 12 Dic 2024

Policromía | 10 de Diciembre del 2024

El Tecolote Canta | 09 de Diciembre 2024

Mezclas Duras | 09 de Diciembre 2024

Alma Con-Ciencia | 09 de Diciembre 2024

Coloquio de los Perros | 06 de Diciembre 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/senal-informativa-03-de-diciembre-del-2024/255515,Zapotlán el Grande
XP |17 de Diciembre 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

El Criadero |13 de Enero del 2025

Policromía | 31 de Diciembre del 2024

Señal Informativa |31 de Diciembre del 2024

El Criadero |30 de Diciembre del 2024

Señal Informativa |30 de Diciembre del 2024

Señal Informativa |26 de Diciembre del 2024

Policromía | 24 de Diciembre del 2024

Señal Informativa |24 de Diciembre del 2024

Mezclas Duras | 23 de Diciembre 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/xp-17-de-diciembre-2024/259498,Zapotlán el Grande
La Cáscara | 12 de Diciembre 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

Acompáñanos para platicar lo mejor del deporte local, con el Dr. Esteban Navarro

Boreal | 13 de Diciembre del 2024

El Tecolote Canta | 09 de Diciembre 2024

Mezclas Duras | 09 de Diciembre 2024

Alma Con-Ciencia | 09 de Diciembre 2024

Coloquio de los Perros | 06 de Diciembre 2024

Boreal | 06 de Diciembre del 2024

Aprender a Desaprender | 03 de Diciembre 2024

El Tecolote Canta | 02 de Diciembre 2024

Coloquio de los Perros | 29 de Noviembre 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/la-cascara-12-de-diciembre-2024/255499,Zapotlán el Grande
Mezclas Duras | 09 de Diciembre 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Aprender a Desaprender | 26 de Noviembre 2024

Señal Informativa |26 de Noviembre del 2024

El Tecolote Canta | 25 de Noviembre 2024

XP |25 de Noviembre 2024

Alma Con-Ciencia | 25 de Noviembre 2024

Teponaztli |25 de Noviembre del 2024

El Criadero |25 de Noviembre del 2024

Señal Informativa |25 de Noviembre del 2024

Coloquio de los Perros | 22 de Noviembre 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/mezclas-duras-09-de-diciembre-2024/255134,Zapotlán el Grande
Under Dreams | 21 de Enero 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal | 28 de Febrero del 2025

Boreal | 21 de Marzo del 2025

Alma Con-Ciencia | 10 de Marzo 2025

Boreal | 07 de Marzo del 2025

Alma Con-Ciencia | 03 de Marzo 2025

Cumbres de Babel | 26 de Febrero del 2025

Aprender a Desaprender | 25 de Febrero 2025

Boreal | 21 de Febrero del 2025

Cumbres de Babel | 19 de Febrero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/under-dreams-21-de-enero-2025/264979,Zapotlán el Grande
XP |12 de Diciembre 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal | 13 de Diciembre del 2024

Planeta Diversidad | 13 de Diciembre del 2024

Señal Informativa |13 de Diciembre del 2024

La Cáscara | 12 de Diciembre 2024

Psyheads - Sa. 12 Dic 2024

Tren al Sur | 12 de Diciembre 2024

Señal Informativa |12 de Diciembre del 2024

Tu Derecho |11 de Diciembre del 2024

Señal Informativa |11 de Diciembre del 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/xp-12-de-diciembre-2024/255836,Zapotlán el Grande
Señal Informativa |02 de Diciembre del 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

Protección Civil de Zapotlán el Grande realiza revisiones en canales y arroyos tras temporada de lluvias

Fernando Castolo, cronista de la ciudad, señala que el urbanismo de los municipios del sur de Jalisco tiene influencia española

Presentan iniciativa en cabildo para llevar el Tráiler Itinerante de Ciencia, Tecnología e Innovación a diversos puntos de Zapotlán el Grande

La CANACO de Ciudad Guzmán prepara un nuevo túnel navideño con un diseño especial a instalarse en el centro de la ciudad

El Criadero |13 de Enero del 2025

Policromía | 31 de Diciembre del 2024

El Criadero |30 de Diciembre del 2024

Policromía | 24 de Diciembre del 2024

Mezclas Duras | 23 de Diciembre 2024

Teponaztli |23 de Diciembre del 2024

El Criadero |23 de Diciembre del 2024

Tren al Sur | 19 de Diciembre 2024

Puros Cuentos, Puros Comics |17 de Diciembre 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/senal-informativa-02-de-diciembre-del-2024/259305,Zapotlán el Grande
Señal Informativa |29 de Noviembre del 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

En Zapotlán el Grande, la SEDENA aún no establece la autorización para puntos de venta de pirotecnia.

Toman protesta a los delegados y agentes municipales electos de las delegaciones de El Fresnito, Atequizayán y Los Depósitos.

Cabildo de Zapotlán propone reglamento para remunerar a cuidadores de personas vulnerables.

CANACO Ciudad Guzmán invita a comerciantes a participar en la Expo Nevalandia

Boreal | 13 de Diciembre del 2024

Planeta Diversidad | 13 de Diciembre del 2024

Señal Informativa |13 de Diciembre del 2024

La Cáscara | 12 de Diciembre 2024

Psyheads - Sa. 12 Dic 2024

Señal Informativa |12 de Diciembre del 2024

Señal Informativa |11 de Diciembre del 2024

Policromía | 10 de Diciembre del 2024

Señal Informativa |10 de Diciembre del 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/senal-informativa-29-de-noviembre-del-2024/255535,Zapotlán el Grande
Under Dreams | 10 de Diciembre 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal | 13 de Diciembre del 2024

Planeta Diversidad | 13 de Diciembre del 2024

Señal Informativa |13 de Diciembre del 2024

La Cáscara | 12 de Diciembre 2024

Psyheads - Sa. 12 Dic 2024

Tren al Sur | 12 de Diciembre 2024

Señal Informativa |12 de Diciembre del 2024

Tu Derecho |11 de Diciembre del 2024

Señal Informativa |11 de Diciembre del 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/under-dreams-10-de-diciembre-2024/255833,Zapotlán el Grande
Aprender a Desaprender | 04 de Febrero 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal | 21 de Marzo del 2025

Alma Con-Ciencia | 10 de Marzo 2025

Boreal | 07 de Marzo del 2025

Alma Con-Ciencia | 03 de Marzo 2025

Aprender a Desaprender | 25 de Febrero 2025

Boreal | 21 de Febrero del 2025

Aprender a Desaprender | 18 de Febrero 2025

Boreal | 14 de Febrero del 2025

Aprender a Desaprender | 11 de Febrero 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/aprender-a-desaprender-04-de-febrero-2025/264355,Zapotlán el Grande
Alma Con-Ciencia | 09 de Diciembre 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Hablemos de pseudo profesional: el riesgo de la falta de formación profesional.

Mezclas Duras | 09 de Diciembre 2024

Aprender a Desaprender | 03 de Diciembre 2024

Aprender a Desaprender | 26 de Noviembre 2024

Señal Informativa |26 de Noviembre del 2024

El Tecolote Canta | 25 de Noviembre 2024

XP |25 de Noviembre 2024

Alma Con-Ciencia | 25 de Noviembre 2024

Teponaztli |25 de Noviembre del 2024

El Criadero |25 de Noviembre del 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/alma-con-ciencia-09-de-diciembre-2024/255137,Zapotlán el Grande
Volcán de Zapotlán | 12 de Diciembre del 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

El Criadero |13 de Enero del 2025

Policromía | 31 de Diciembre del 2024

Señal Informativa |31 de Diciembre del 2024

El Criadero |30 de Diciembre del 2024

Señal Informativa |30 de Diciembre del 2024

Señal Informativa |26 de Diciembre del 2024

Policromía | 24 de Diciembre del 2024

Señal Informativa |24 de Diciembre del 2024

Mezclas Duras | 23 de Diciembre 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/volcan-de-zapotlan-12-de-diciembre-del-2024/259508,Zapotlán el Grande
Tu Derecho |04 de Diciembre del 2024,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal | 13 de Diciembre del 2024

Planeta Diversidad | 13 de Diciembre del 2024

Señal Informativa |13 de Diciembre del 2024

La Cáscara | 12 de Diciembre 2024

Psyheads - Sa. 12 Dic 2024

Tren al Sur | 12 de Diciembre 2024

Señal Informativa |12 de Diciembre del 2024

Señal Informativa |11 de Diciembre del 2024

Puros Cuentos, Puros Comics |10 de Diciembre 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/tu-derecho-04-de-diciembre-del-2024/255829,Zapotlán el Grande
La Cáscara | 16 de Enero 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

Señal Informativa |31 de Enero del 2025

Señal Informativa |30 de Enero del 2025

Cumbres de Babel | 29 de Enero del 2025

Señal Informativa |29 de Enero del 2025

Aprender a Desaprender | 28 de Enero 2025

Señal Informativa |28 de Enero del 2025

El Tecolote Canta | 27 de Enero 2025

Señal Informativa |27 de Enero del 2025

Boreal | 24 de Enero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/la-cascara-16-de-enero-2025/263214,Zapotlán el Grande
XP |17 de Enero 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal | 28 de Febrero del 2025

Boreal | 21 de Marzo del 2025

Alma Con-Ciencia | 10 de Marzo 2025

Boreal | 07 de Marzo del 2025

Alma Con-Ciencia | 03 de Marzo 2025

Cumbres de Babel | 26 de Febrero del 2025

Aprender a Desaprender | 25 de Febrero 2025

Boreal | 21 de Febrero del 2025

Cumbres de Babel | 19 de Febrero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/xp-17-de-enero-2025/265000,Zapotlán el Grande
Señal Informativa |13 de Enero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

Autoridades emiten reportes y evaluación de daños en Zapotlán el Grande tras sismo de magnitud 6.1.

Protección Civil reporta accidentes automovilísticos y quema de pastizales durante el periodo vacacional.

Remodelan transportes de basura en Gómez Farías con inversión de más de 400 mil pesos.

Presentan cuatro libros en el evento “Niñez, medicina, educación y naturaleza.”

Señal Informativa |31 de Enero del 2025

Señal Informativa |30 de Enero del 2025

Señal Informativa |29 de Enero del 2025

Señal Informativa |28 de Enero del 2025

Señal Informativa |27 de Enero del 2025

Señal Informativa |24 de Enero del 2025

Señal Informativa |23 de Enero del 2025

Señal Informativa |22 de Enero del 2025

Señal Informativa |21 de Enero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/senal-informativa-13-de-enero-del-2025/260335,Zapotlán el Grande
Tren al Sur | 30 de Enero 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal | 28 de Febrero del 2025

Boreal | 21 de Marzo del 2025

Alma Con-Ciencia | 10 de Marzo 2025

Boreal | 07 de Marzo del 2025

Alma Con-Ciencia | 03 de Marzo 2025

Cumbres de Babel | 26 de Febrero del 2025

Aprender a Desaprender | 25 de Febrero 2025

Boreal | 21 de Febrero del 2025

Cumbres de Babel | 19 de Febrero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/tren-al-sur-30-de-enero-2025/264971,Zapotlán el Grande
Volcán de Zapotlán | 30 de Enero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

¡Hoy en #VolcánDeZapotlán tenemos un programa muy interesante para ti!

Con la conducción de Claudio Palma Mancilla, estaremos en comunicación telefónica con la Dra. Anahí Copitzy Gómez, coordinadora de la #MaestríaEnEstudiosRurales Además, nos acompañarán estudiantes de la misma maestría para compartir sus experiencias y los trabajos que están realizando para #preservar y fomentar los saberes de nuestra tierra.

Nos adentraremos en los temas fundamentales de este programa académico que busca fortalecer los conocimientos en torno a la vida rural, la cultura y la #sostenibilidad Un enfoque único y esencial para nuestra región.

No te pierdas esta conversación llena de saberes y perspectivas que nos conectan con lo más profundo de nuestra tierra.

#VolcánDeZapotlán #EstudiosRurales #SaberesDeLaTierra #CulturaYTradición #EducaciónRural #Radio #Tierra

Boreal | 28 de Febrero del 2025

Boreal | 21 de Marzo del 2025

Alma Con-Ciencia | 10 de Marzo 2025

Boreal | 07 de Marzo del 2025

Alma Con-Ciencia | 03 de Marzo 2025

Cumbres de Babel | 26 de Febrero del 2025

Aprender a Desaprender | 25 de Febrero 2025

Boreal | 21 de Febrero del 2025

Cumbres de Babel | 19 de Febrero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/volcan-de-zapotlan-30-de-enero-del-2025/264981,Zapotlán el Grande
XP |15 de Enero 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: RSS | Más

Boreal | 28 de Febrero del 2025

Boreal | 21 de Marzo del 2025

Alma Con-Ciencia | 10 de Marzo 2025

Boreal | 07 de Marzo del 2025

Alma Con-Ciencia | 03 de Marzo 2025

Cumbres de Babel | 26 de Febrero del 2025

Aprender a Desaprender | 25 de Febrero 2025

Boreal | 21 de Febrero del 2025

Cumbres de Babel | 19 de Febrero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/xp-15-de-enero-2025/264998,Zapotlán el Grande
El Criadero |13 de Enero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

Lunes de #ElCriadero en #RadioUniversidadDeGuadalajara #CiudadGuzmán

Hoy, te invitamos a sintonizar un programa lleno de conocimiento y reflexión.

En cabina nos acompaña el Dr. Ricardo García de Alba, geógrafo de formación, y vamos a explorar temas fascinantes sobre la #ruralidad de nuestra región.

En este episodio, nos enfocaremos, también, en los #cañonesantigranizo desmitificando su uso, separando mitos de realidades y entendiendo su aplicación en el #surdeJalisco

No te pierdas esta oportunidad de conocer más sobre nuestras #comunidadesrurales y su interacción con la #cienciaytecnología

#ElCriadero #RadioUdeG #CañonesAntigranizos #MitosYRealidades #SurDeJalisco #Ruralidad #CulturaYConocimiento #HoyEsLunes #ZapotlánElGrande

Boreal | 13 de Diciembre del 2024

Planeta Diversidad | 13 de Diciembre del 2024

Señal Informativa |13 de Diciembre del 2024

La Cáscara | 12 de Diciembre 2024

XP |12 de Diciembre 2024

Psyheads - Sa. 12 Dic 2024

Tren al Sur | 12 de Diciembre 2024

Señal Informativa |12 de Diciembre del 2024

Tu Derecho |11 de Diciembre del 2024",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/el-criadero-13-de-enero-del-2025/256427,Zapotlán el Grande
Señal Informativa |02 de Enero del 2025,"Podcast: Reproducir en una nueva ventana | Descargar

Suscríbete: Google Podcasts | RSS | Más

Sayula busca instalar el modelo de rutas de camión urbano similar al de Zapotlán el Grande; el gobierno municipal espera contar con estas rutas en los primeros meses de este año.

Autoridades de la Región Sanitaria No. 6 aplicaron más de 50 mil dosis contra la rabia en el 2024.

Señal Informativa |31 de Enero del 2025

Señal Informativa |30 de Enero del 2025

Señal Informativa |29 de Enero del 2025

Señal Informativa |28 de Enero del 2025

Señal Informativa |27 de Enero del 2025

Señal Informativa |24 de Enero del 2025

Señal Informativa |23 de Enero del 2025

Señal Informativa |22 de Enero del 2025

Señal Informativa |21 de Enero del 2025",,Radio UdeG Zapotlán el Grande,https://udgtv.com/noticias/senal-informativa-02-de-enero-del-2025/260138,Zapotlán el Grande
