titulo,fecha,articulo,url,lugar,fecha_limpia
Catedral de Veracruz Puerto iniciará jornada de oración por el Papa Francisco,"Veracruz, Ver. 21/04/2025","En la Catedral de Veracruz, se llamará a orar por el Papa Francisco. Durante los siguientes 9 días, habrá plegarias para su eterno descanso, señaló el vocero de la Diócesis de Veracruz, Aurelio Mojica Limón. Así como se hizo oración por su salud, se invita a los veracruzanos a que se sumen en este periodo de despedida. “Pensamos que se pueden hacer los 9 días de celebración de eucaristía. En todas las eucaristías vamos a estar pidiendo por él, en estos 9 días”, dijo. Recordó que el Papa Francisco fue muy querido y cercano a los creyentes. Su papado fue muy sensible hacia los inmigrantes, con gestos de misericordia, por ello, la noticia de su fallecimiento deja con tristeza a la comunidad. “Ayer lo vimos incluso en el Papamóvil y hoy nos sorprende esa noticia de que ya ha partido a la casa del Padre, y es algo sensible para la comunidad católica y la gente que lo ha seguido en su trayectoria”, expresó. En la Diócesis de Veracruz, no se descarta que más adelante se organice una celebración eucarística especial para el Papa Francisco.",https://www.alcalorpolitico.com/informacion/catedral-de-veracruz-puerto-iniciara-jornada-de-oracion-por-el-papa-francisco-423862.html,"Veracruz, Ver",21/04/2025
Sheinbaum recuerda a MORENA evitar nepotismo en elecciones de Veracruz y Durango,"Xalapa, Ver. 22/04/2025","La presidenta Claudia Sheinbaum Pardo recordó a su partido, MORENA, el compromiso de evitar el nepotismo en los procesos electorales de este 2025 en Veracruz y Durango. Además, aseguró que la reforma constitucional que prohíbe este tipo de prácticas será aplicable para todos los partidos políticos a partir de 2030. En ese mismo año entrará en vigor la eliminación de la reelección consecutiva de diputados, senadores y presidentes municipales. “El nepotismo está tipificado en la Ley”, explicó la mandataria. “No se puede contratar a un familiar hasta el cuarto nivel, con excepción de aquellos que ya trabajaban antes de que llegara la nueva persona”. Señaló que esta norma ya se aplica en el Gobierno Federal, por lo que un funcionario no puede nombrar a familiares en la misma dependencia. En “la mañanera del pueblo” de este lunes Sheinbaum detalló que la prohibición constitucional que comenzará en 2030 también aplicará a los cargos de elección popular. “Si una persona es presidenta municipal y viene una elección, no puede proponerse al cargo que le sigue a su hermano, a su primo, a su mamá, a su papá”, afirmó. Indicó que este fenómeno se ha presentado en varios estados y que la intención de la reforma es impedir la continuidad de los vínculos familiares en el poder. “Cuando está un familiar, pues obviamente quien está en el poder lo que busca es mantenerse en el poder y además va a apoyar al familiar para que quede”, sostuvo. Añadió que MORENA se adelantó a la aplicación de la reforma al implementar la medida en las candidaturas a presidencias municipales en Durango y Veracruz este año. “Ese es el planteamiento en el caso del nepotismo”, subrayó. La Presidenta también confirmó que, desde 2030, quedará sin efecto la posibilidad de reelección inmediata. “Ya también se estableció que a partir del 2030 ya no hay reelección”, dijo. En su opinión, esta modificación retoma uno de los principios esenciales de la Revolución Mexicana: “Sufragio efectivo, no reelección”. Al referirse al cambio legal, Sheinbaum consideró que “es muy bueno” que los legisladores ya no puedan ocupar cargos de manera consecutiva. “Ya los diputados a partir del 2030, 3 años ya no pueden continuar otra vez de manera seguida. Puede ser 3 años, descansan 3 años, se pueden volver a postular, pero no puede ser corrido. Senadores tampoco, presidentes municipales tampoco”. Finalmente, recordó que la reelección fue introducida durante el sexenio de Felipe Calderón, pero que ahora se revierte como parte de los compromisos que asumió la llamada Cuarta Transformación.",https://www.alcalorpolitico.com/informacion/sheinbaum-recuerda-a-morena-evitar-nepotismo-en-elecciones-de-veracruz-y-durango-423904.html,"Xalapa, Ver",22/04/2025
"Se mantiene ambiente diurno cálido este martes, en Veracruz","Xalapa, Ver. 22/04/2025","Resumen Sinopsis meteorológica La persistencia de una vaguada que se extiende del norte al centro del País, así como otra sobre el suroeste del Golfo de México mantendrán durante esta jornada viento del sureste, este y noreste con velocidades moderadas en costas, así como el ingreso de humedad hacia el estado de Veracruz. Estas condiciones, combinadas con el calentamiento diurno, los efectos de la orografía y la divergencia del viento en niveles altos de la atmósfera, propiciarán el desarrollo de nublados con potencial para lluvias, chubascos y tormentas aisladas acompañadas de viento arrachado, descargas eléctricas y posible caída de granizo en horas de la tarde-noche principalmente en regiones montañosas. En las zonas de llanura y costa, se prevén algunas lluvias de menor intensidad generalmente matutinas y nocturnas. Se recomienda prestar atención a la evolución de las condiciones del tiempo y tomar las precauciones pertinentes.",https://www.alcalorpolitico.com/informacion/se-mantiene-ambiente-diurno-calido-este-martes-en-veracruz-423908.html,"Xalapa, Ver",22/04/2025
Era estudiante del Politécnico el prensado en la autopista Orizaba-Puebla,"Orizaba, Ver. 22/04/2025","Era estudiante del Instituto Politécnico Nacional, IPN, el joven prensado y muerto al interior de una camioneta Jeep, accidentada la noche del pasado lunes en la autopista 150-D, Orizaba-Puebla. Fueron familiares del ahora extinto, quienes identificaron ante la autoridad ministerial el cuerpo del joven David ""N"", de 28 años de edad, quien era originario de Coatzacoalcos, Veracruz. Se conoció que el ahora extinto vivía en la Alcaldía Gustavo A. Madero de la Ciudad de México y había visitado a sus familiares en Veracruz, por motivos de la Semana Santa. Como se informó de manera oportuna, David ""N"" circulaba abordo de su camioneta sobre la autopista 150-D, en dirección a la Ciudad de México. No obstante, al circular la noche del lunes a la altura del kilómetro 252, del tramo carretero Ciudad Mendoza-Cumbres de Maltrata, ocurrió la desgracia. Fue en el kilómetro 251 donde se registró el choque por alcance con un tractocamión Freigthliner acoplado a un remolque tipo plana, quedando el universitario prensado y muerto al interior de su camioneta Jeep blanca, matrícula YLS-527-A. Ahora la Fiscalía investiga el accidente para deslindar responsabilidades, mientras un masculino quien viajaba como copiloto en la camioneta, se recupera de sus lesiones.",https://www.alcalorpolitico.com/informacion/era-estudiante-del-politecnico-el-prensado-en-la-autopista-orizaba-puebla-423949.html,"Orizaba, Ver",22/04/2025
"Con apertura de librería en Xalapa, Editorial UV consolida acciones para el fomento de la lectura","Xalapa, Ver. 22/04/2025","Luego de casi 6 años de que fuera cerrada la sede de la Editorial de la Universidad Veracruzana que durante largo tiempo permaneció en la calle Hidalgo de esta capital Estatal, donde se encontraba también su librería institucional para luego mudarse a las oficinas ubicadas en el barrio San José en tiempos de Pandemia, cuya sede se mantiene activa, este martes 25 de abril la máxima casa de estudios del Estado inauguró su nueva librería dedicada a la difusión de los títulos de su casa Editorial fundada en 1957. En un evento que contó con la presencia del rector de la Universidad, Martín Aguilar Sánchez; el titular actual de la Editorial UV, Agustín del Moral; el director de la emblemática revista de esta institución, La Palabra y el Hombre, Mario Muñoz y otros funcionarios universitarios así como personalidades locales del mundo de las letras, el nuevo punto de venta para adquirir las colecciones de este sello quedó inaugurado como parte de las celebraciones por el Día Mundial del Libro y del Derecho de Autor, cuya fecha oficial se conmemora cada 23 de abril de acuerdo con la UNESCO. Este nuevo espacio dedicado a los libros se encuentra ubicado en la planta baja de las oficinas de la Editorial, sobre el número 7 de la calle Nogueira, en uno de los barrios más antiguos y céntricos de Xalapa. Y desde este martes invita a la población de la región a conocer toda la producción literaria que nutre su acervo. Durante la ceremonia de apertura, el Rector de la UV hizo énfasis en la relevancia que tiene la creación de un nuevo espacio institucional enfocado al fortalecimiento del fomento de la lectura y la vinculación de la población lectora con un recinto que permita desarrollar sus intereses, donde la comunidad universitaria se posiciona como uno de los sectores más beneficiados de la ciudad. Por su parte, el titular de la Editorial, Agustín del Moral, celebró la inauguración de un nuevo punto de encuentro entre autores de diferentes épocas y sus consumidores, quienes encuentran en las letras otros mundos posibles y nuevas maneras de pensar aquellas situaciones universales de la condición humana. Se trató de un evento que consolidó el impacto de la Universidad Veracruzana a la cultura, el arte y el desarrollo social en la capital de Veracruz, donde ahora con su librería institucional la Editorial UV concretó en su totalidad su mudanza a la sede ubicada en el barrio de San José y representa una nueva etapa para la trayectoria del su sello que cuenta con casi 68 años de historia y cada cierto tiempo se actualiza para sumar nuevas generaciones de lectores y seguir fomentando la esta práctica.",https://www.alcalorpolitico.com/informacion/con-apertura-de-libreria-en-xalapa-editorial-uv-consolida-acciones-para-el-fomento-de-la-lectura-423947.html,"Xalapa, Ver",22/04/2025
"Fallece Mario Martínez Dector, exlíder sindical fundador de la CROC","Orizaba, Ver. 22/04/2025","Don Mario Martínez Dector, quien por muchos años fue líder sindical de la vieja escuela, falleció este martes 22 de abril a los 96 años en su residencia de la Ciudad de México. Fue fundador de la Confederación Revolucionaria de Obreros y Campesinos (CROC), creador de los estatutos que rigen a esta organización sindical e ideólogo del sindicalismo mexicano. Martínez Dector fue 2 veces diputado federal, alcalde de Río Blanco y por muchos años Consejero Nacional por el sector obrero ante el Instituto Mexicano del Seguro Social en representación de la CROC. Hoy su familia informó sobre la partida de este hombre pieza clave en la defensa de los derechos de la clase obrera. Sus restos mortales serán velados en la Casa Pedregal de la Funeraria J. García López en Ciudad de México a partir de las 17:00 horas de este martes 22 de abril. En su esquela se expresa: “En honor de un hombre que fue fuerte en la lucha, sabio en el andar y generoso en el amor”.",https://www.alcalorpolitico.com/informacion/fallece-mario-martinez-dector-exlider-sindical-fundador-de-la-croc-423932.html,"Orizaba, Ver",22/04/2025
Se encarecen costos de operación para comercios de Orizaba,"Orizaba, Ver. 22/04/2025","La presidenta de la Cámara Nacional de Comercio (CANACO) en Orizaba, Ihali Saldaña, reconoció que durante este 2025 ha habido un aumento en los costos, tanto de servicios como de diferentes productos, ante la inestabilidad económica que promueven las actitudes del presidente de Estados Unidos, Donald Trump. Este incremento ha alcanzado un rango entre el 10 y 15 por ciento. ""Sí ha habido el aumento, ha sido como un 10 a un 15 por ciento, pero hay cuestiones que han aumentado más, dependiendo de lo que se requiere para tus servicios o tus productos; ahí es donde se va viendo para saber cuánto tendrías que aumentar"", dijo. De igual forma, destacó que el tema del salario mínimo ha afectado, sin dejar atrás la cuestión de los aranceles, pues un día decide algo el Presidente y al otro se retracta. ""Esto nos termina impactando, porque es un panorama incierto y no sabemos en qué terreno estamos pisando y eso hace también que los precios vayan en aumento por el temor a qué va a pasar"", dijo. Por ello, apuntó que lo único que les queda es adecuarse a las circunstancias y tratar de sobresalir en un panorama complicado. ""Por eso hacemos promociones y darle la vuelta"", dijo.",https://www.alcalorpolitico.com/informacion/se-encarecen-costos-de-operacion-para-comercios-de-orizaba-423937.html,"Orizaba, Ver",22/04/2025
"Desde hace meses, no operan casetas de vigilancia, en Álamo","Álamo, Ver. 22/04/2025","Las casetas de la Dirección de Seguridad Pública Municipal, destinadas originalmente como puestos de control y vigilancia, se encuentran inactivas desde hace varios meses en el municipio de Álamo Temapache. Uno de estos módulos, que estaba asignado en comodato a la Policía Estatal, se localiza en la desviación hacia el ejido La Concepción, a un costado de la carretera federal Álamo-Tihuatlán, siendo el último que estuvo en servicio. Asimismo, en distintos puntos estratégicos existen 12 casetas de vigilancia que estuvieron a cargo de la Policía Municipal, pero todas se encuentran como elefantes blancos, y peor aún, en varios casos los inmuebles han sido vandalizados y están parcialmente cubiertos de maleza ante la falta de mantenimiento. El estado de abandono se explica por la insuficiencia de personal en la Policía Municipal, que en los últimos tres años se redujo de un promedio de 60 elementos a alrededor de 40 en la actualidad, admitió un integrante del Cabildo. A principios de diciembre del año pasado, varios efectivos fueron dados de baja por manifestarse en demanda de la entrega de uniformes e incremento de salario, en tanto que otros decidieron renunciar ante la falta de estímulos. En algunos casos, como el módulo de la comunidad Puerta 7, a la orilla de la carretera federal Álamo-Potrero del Llano, el local estuvo habilitado como centro de atención del programa Bienestar, pero actualmente ni para eso se utiliza. Otros locales en el abandono se localizan en inmediaciones de las localidades Monte Chiquito, San Fernando, Potrero del Llano, entronque al ejido La Concepción, Buenos Aires, uno adelante de Agua Nacida, Montes de Oca y ampliación colonia López Portillo. Además, en Estero del Ídolo fue construido el edificio del Mando Coordinado, igualmente inoperante, mientras que a la orilla de la carretera federal Álamo-Potrero del Llano, cerca de la entrada a Tierra Blanca, se pierde entre el monte lo que sería el cuartel de la Fuerza Civil.",https://www.alcalorpolitico.com/informacion/desde-hace-meses-no-operan-casetas-de-vigilancia-en-alamo-423938.html,"Álamo, Ver",22/04/2025
"En abonos, Veracruz pagará deuda millonaria con SAT: Nahle","Xalapa, Ver. 22/04/2025","Durante años, el adeudo de Veracruz con el Servicio de Administración Tributaria (SAT) fue ignorado por administraciones pasadas, generando “una bola de nieve financiera” que hoy compromete al Estado, admitió la gobernadora Rocío Nahle García, quien anunció que su Gobierno ya dio el primer paso para saldarla en su totalidad. La mandataria confirmó que Veracruz ya firmó un convenio con el SAT para liquidar la deuda acumulada en un plazo que solicitó a 10 meses y que le fue autorizado a un máximo de 12 meses, comenzando con un pago inicial de 2 mil 800 millones de pesos. Nahle explicó que esta deuda no es nueva, sino que data del gobierno de Fidel Herrera y se fue arrastrando por las gestiones de Javier Duarte, Miguel Ángel Yunes Linares y Cuitláhuac García Jiménez. Aunque el exgobernador morenista cumplió con los pagos correspondientes a su periodo, no se abonó al monto anterior, lo que ocasionó una acumulación de intereses y recargos, expresó. “Nosotros ya instalamos una mesa ante el SAT con la ayuda de la Presidenta y empezamos a través de un procedimiento magnífico a pagar la deuda, porque si no, nos consumen los intereses y lo que necesitamos es hacer obra”, explicó. La declaración fue realizada tras su participación en el evento conmemorativo del Día del Policía Veracruzano. Aunque no reveló el monto total del adeudo, la Gobernadora calificó la cifra como “muy alta” y urgió a resolverla de inmediato para evitar que siga afectando las finanzas estatales. Con este convenio, dijo, el actual Gobierno busca cerrar definitivamente un capítulo de omisiones fiscales y recuperar la capacidad de inversión pública en infraestructura y desarrollo social.",https://www.alcalorpolitico.com/informacion/en-abonos-veracruz-pagara-deuda-millonaria-con-sat-nahle-423918.html,"Xalapa, Ver",22/04/2025
Plantea UV solución a alumno que protestó por suspensión de examen profesional,"Xalapa, Ver. 22/04/2025","El rector de la Universidad Veracruzana, Martín Aguilar Sánchez, sobre el caso del estudiante que a través de redes sociales se inconformó por la suspensión de su examen de titulación y aseguró que se dará a Brayan Hernández Gayosso una nueva fecha para que pueda presentar su examen profesional en la Facultad de Derecho de Xalapa. El funcionario admitió que uno de los integrantes del jurado no admitió ejercer el cargo de sinodal con 3 horas de anticipación a la presentación de Hernández Gayosso y por lo tanto no se podía realizar el proceso de tesis. “Entonces lo que ya se acordó es que va a haber otra fecha para que el estudiante presente su tesis y también se va a integrar el jurado y si hay una persona que ya no quiso ser se va invitar a otra persona para que sea jurado del trabajo y también revise y después se lleve a cabo sostener la tesis”, anunció el Rector. Esto luego de que el lunes pasado Brayan Hernández denunció nuevas irregularidades por parte de la Facultad de Derecho en el proceso de titulación, entre estas, supuestas represalias por expresar su inconformidad luego de la suspensión del protocolo del pasado 10 de abril. En esa fecha el solicitante acudió a presentar su examen de titulación en Derecho. Sin embargo, no se contó con 2 sinodales –titular y suplente–, lo que motivó la inconformidad del joven universitario. Se dio a conocer que hubo presencia de policías ante la molestia del estudiante y de acuerdo con testigos fueron a petición de la Directora de la Facultad, hecho que fue negado por el rector Aguilar Sánchez. “No sabemos quién la solicitó pero la Policía nunca intervino. Lo que estuvo ahí, cuando la Policía iba a llegar, se le dijo que no porque nosotros tenemos un protocolo. No sabemos quién hizo esa invitación pero no ingresó la Policía a la Universidad”, afirmó. Además, garantizó los derechos universitarios de Brayan Hernández, de modo tal que hay un acuerdo para que el joven pueda seguir su titulación de manera natural dado que afirmó que “no hay idea de afectarlo en ningún sentido”. También indicó que se suspendió la Junta Académica a la que se le citó a Brayan para dar seguimiento a su protesta en la Facultad de Derecho, en tanto no se resuelva primero el caso de la titulación. “Lo otro me parece es que es un proceso que hay que analizar y resolver y yo creo que tiene que haber diálogo y un intercambio adecuado, es lo que pienso, y sobre todo ahora que el estudiante esté tranquilo que se va a llevar el proceso para que termine su titulación”, .",https://www.alcalorpolitico.com/informacion/plantea-uv-solucion-a-alumno-que-protesto-por-suspension-de-examen-profesional-423931.html,"Xalapa, Ver",22/04/2025
CANACINTRA Orizaba exhorta a consumir productos hechos en México,"Orizaba, Ver. 22/04/2025","Ante el escenario de incertidumbre arancelaria, líderes empresariales exhortaron a la ciudadanía a consumir productos hechos en México como una medida para proteger la economía interna. El vicepresidente de la Cámara Nacional de la Industria de Transformación (CANACINTRA) en Orizaba, Octavio Gracián Malpica, señaló que, si bien se temían aumentos en artículos como celulares o equipos de cómputo, estos quedaron exentos de las nuevas medidas. “Por ahora no se anticipan incrementos significativos en los precios de otros bienes”, indicó. También recordó que el Consejo Coordinador Empresarial relanzó el sello Hecho en México como una forma de identificar y promover lo producido en el país. “Es un tema importante en el que podemos todos fijar nuestra atención y ver que los productos estén hechos en México y privilegiar la compra local”, dijo.",https://www.alcalorpolitico.com/informacion/canacintra-orizaba-exhorta-a-consumir-productos-hechos-en-mexico-423940.html,"Orizaba, Ver",22/04/2025
"Autoridades de Xalapa no están cuidando los lagos de la ciudad, advierten","Xalapa, Ver. 22/04/2025","El colectivo Guardianes del Agua Xalapa llevó a cabo una reunión para proponer, entre sus integrantes, alternativas hacia una gestión del agua cuidadosa. Dentro de estas situaciones, el integrante Federico Márquez consideró que las autoridades no han hecho trabajos efectivos en el cuidado de cuerpos de agua como los lagos de Las Ánimas, los del Dique y la laguna de Casa Blanca. Pese a no contar con estudios sobre las condiciones de estos lugares, refirió que ha sido notorio el descontento de la ciudadanía. “Lo que sí hemos escuchado es que sí están muy contaminados estos cuerpos de agua. En particular yo puedo hablar sobre el caso del lago de Las Ánimas porque he tenido comunicación con vecinos y sí está deteriorado. Lo que hemos visto es que eso tiene que ver con un problema que es muy grande y no sólo tiene que ver con la voluntad, sino que es costoso y complicado.Hhay que remplazar mucha infraestructura hidráulica que ya está deteriorada”, dijo. En este sentido, expresó que es necesario hacer más acciones en los cuerpos de agua, pues no han sido la prioridad de los gobiernos frente a otras acciones. “Hoy en día es urgente reparar estas estructuras hidráulicas deterioradas en toda la ciudad, porque tiene que ver con la contaminación no sólo de estos lagos, sino de los manantiales y también de los ríos”, dijo. Apuntó que se necesitaría implantar más drenaje, realizar obras que canalicen descargas a plantas de tratamiento, así como invertir en la captación de lluvia.",https://www.alcalorpolitico.com/informacion/autoridades-de-xalapa-no-estan-cuidando-los-lagos-de-la-ciudad-advierten-423928.html,"Xalapa, Ver",22/04/2025
No fue cobro de piso el homicidio de empresario farmacéutico en Tuxpan: Nahle,"Xalapa, Ver. 22/04/2025","Tras el asesinato del empresario farmacéutico Nabor Casco Machorro en Tuxpan, la gobernadora de Veracruz, Rocío Nahle García, informó que se reforzará la seguridad en la región norte del Estado y en otras zonas con alta incidencia delictiva. Desde el Centro de Estudios e Investigación en Seguridad (CEIS), en El Lencero, la mandataria confirmó que la Fiscalía General del Estado (FGE) sigue dos líneas de investigación sobre el caso. Aunque no reveló detalles por respeto al debido proceso, descartó que el crimen esté relacionado con el crimen organizado o con cobros de derecho de piso. “El homicidio no tiene indicios de estar ligado a actividades comerciales ni a organizaciones criminales. Las declaraciones de la familia han sido clave para las investigaciones”, señaló Nahle. El hecho ocurrió el fin de semana en el fraccionamiento Jesús Reyes Heroles, cuando el empresario fue atacado a balazos mientras lavaba su vehículo. El agresor se dio a la fuga y hasta el momento no se han reportado detenidos. Nahle subrayó que este fue el único homicidio doloso registrado el lunes en la mesa de seguridad, y aseguró que su gobierno trabaja en estrecha coordinación con autoridades municipales y federales para garantizar la paz social. “Vamos a reforzar la presencia y la estrategia en Tuxpan y otras regiones. La seguridad es una prioridad, y no vamos a permitir que hechos como este queden impunes ni se repitan”, puntualizó. La Gobernadora reiteró su compromiso con un Veracruz más seguro y afirmó que las acciones de seguridad seguirán fortaleciendo el tejido social y previniendo la violencia desde sus raíces.",https://www.alcalorpolitico.com/informacion/no-fue-cobro-de-piso-el-homicidio-de-empresario-farmaceutico-en-tuxpan-nahle-423946.html,"Xalapa, Ver",22/04/2025
Difunden primeras imágenes del féretro del Papa Francisco; funeral será el 26 de abril,El Vaticano 22/04/2025,"El Vaticano publicó este martes las primeras imágenes del cuerpo sin vida del papa Francisco, antes de una primera reunión de cardenales para decidir la fecha de su funeral al que piensan asistir líderes mundiales como Donald Trump o Volodimir Zelenski. Las imágenes, tomadas el lunes, muestran al primer Papa latinoamericano dentro de su féretro en la capilla de la residencia de Santa Marta, ataviado con una casulla roja y mitra blanca, sosteniendo un rosario entre las manos. Dos guardias suizos lo escoltan. La Santa Sede anunció que el funeral del sumo pontífice será el sábado 26 de abril, al término de la primera congregación general de cardenales, que en las próximas semanas deberán además elegir a su sucesor. En virtud de las reglas de la Santa Sede, el entierro del líder espiritual de mil 400 millones de católicos en el mundo deberá tener lugar entre viernes y domingo. Según la prensa italiana, se espera la asistencia de medio millón de fieles. Como en 2005, cuando falleció Juan Pablo II, también acudirán jefes de Estado y monarcas de todo el mundo. El presidente estadounidense Donald Trump confirmó su asistencia, al igual que su par francés Emmanuel Macron y el ucraniano Volodimir Zelenski. A la espera de la fecha, algunos detalles del funeral ya se conocen. A diferencia de sus inmediatos predecesores, Jorge Mario Bergoglio escogió que la basílica de Santa María la Mayor de Roma acoja sus restos mortales para la eternidad en una sepultura “sencilla”, donde la única inscripción sea “Franciscus”, su nombre de Papa en latín. Pero antes, los fieles podrán contemplar su ataúd de madera y zinc en la basílica vaticana de San Pedro, adonde será trasladado el miércoles desde la Residencia de Santa Marta en la que falleció. Aunque su estado de salud era frágil desde su hospitalización el 14 de febrero por una bronquitis que derivó en una pulmonía bilateral, su deceso casi un mes después de ser dado de alta conmocionó a la Iglesia católica y al mundo entero. Miles de fieles se congregaron el lunes por la noche con flores y velas en plegaria en la plaza de San Pedro del Vaticano, donde la víspera un cansado Francisco se dio un baño de multitudes a bordo del papamóvil con motivo del Domingo de Resurrección. “Es una triste y lamentable noticia”, dijo a AFP Concepción Talavera, una mujer de 51 años que participó en la misa celebrada en la basílica de Santa María de Guadalupe de la Ciudad de México. “Al final de cuentas, creo que dio todo por nosotros”, agregó. Francisco, “el Papa de los últimos” Su deceso activó a su vez la cuenta atrás para escoger a su sucesor. El cónclave para elegir al nuevo sumo pontífice debe celebrarse en un plazo de entre 15 y 20 días. Más de 2 tercios de los 135 cardenales electores fueron nombrados por Francisco. Mientras tanto, se suceden en el mundo los homenajes a este Papa reformista, que se implicó sin descanso en la defensa de los migrantes, el medio ambiente y la justicia social, con un estilo austero y humilde. “Gracias por hacer del mundo un lugar mejor. Te vamos a extrañar”, escribió en su cuenta en Instagram el astro del futbol argentino Lionel Messi, sobre su compatriota, un apasionado del deporte rey y socio honorario del club San Lorenzo. “El Papa de los últimos”, titulan este martes varios diarios italianos, en referencia a su apuesta por los más desfavorecidos y al pasaje de la Biblia: “Los últimos serán los primeros en el reino de los cielos”. “Él nos animó mucho a los migrantes porque nos daba sus palabras de aliento a todos los que salimos de nuestros países”, aseguró a AFP Marisela Guerrero, venezolana de 45 años que migró a Chile hace unos meses. Aunque durante su pontificado iniciado en marzo de 2013 no llegó a cuestionar posiciones conservadoras de la Iglesia en temas como el aborto o el celibato de los sacerdotes, su estilo cercano ofuscó a la oposición conservadora por su supuesta falta de ortodoxia. Además del fervor popular, el Exarzobispo de Buenos Aires deja un legado marcado por la lucha contra la pederastia en la Iglesia, por el impulso al papel de mujeres y laicos y por abogar por el diálogo entre religiones, entre otros.",https://www.alcalorpolitico.com/informacion/difunden-primeras-imagenes-del-feretro-del-papa-francisco-funeral-sera-el-26-de-abril-423903.html,El Vaticano,22/04/2025
"Este fin de semana, con 30 expositores, llega el Festival de la Nieve a Coatepec","Xalapa, Ver. 22/04/2025","El comité organizador invitó a la ciudadanía xalapeña y de los alrededores al “Tercer Festival de la Nieve”, que se llevará a cabo este fin de semana en Coatepec, los días 26 y 27 de abril, de 9:00 a 18:00 horas en el parque Miguel Hidalgo. “Contaremos con música en vivo, es la tercera edición. Tenemos 30 expositores de nieve que abarcan desde la zona de Perote, Tlaxcala por primera vez se integra. Coatepec, Xico y Xalapa”, comentó Samuel Rodríguez, miembro organizador. Por su parte, Edson Corona reconoció la participación de los neveros que han hecho de este un evento exitoso desde sus inicios, en el cual, además, premian a la mejor nieve de café. Por esta razón, proyectaron una asistencia de 5 mil personas por día y una derrama económica superior a los 3 millones de pesos, cifras que han tenido en ediciones anteriores. El regidor de Coatepec, Roberto Morando, previó que, como en ocasiones anteriores, esta nueva edición del festival tenga una gran respuesta por parte de la ciudadanía, así como una derrama económica significativa para los expositores y los prestadores de servicios. “Estos festivales fortalecen la economía de Coatepec, crean una derrama económica muy importante y efectivamente tienen todo el apoyo del Ayuntamiento en logística. Es un ambiente totalmente familiar. Esperamos que nos visite toda la región porque Coatepec sigue creciendo en materia turística”, dijo.",https://www.alcalorpolitico.com/informacion/este-fin-de-semana-con-30-expositores-llega-el-festival-de-la-nieve-a-coatepec-423916.html,"Xalapa, Ver",22/04/2025
Cada módulo de votación sólo tendrá una urna de elección judicial,"Xalapa, Ver. 22/04/2025","El Instituto Nacional Electoral (INE) sólo instalará una urna para la elección extraordinaria del Poder Judicial de la Federación y del Estado de Veracruz en cada módulo de votación, confirmó el vocal de Capacitación Electoral y Educación Cívica de la Junta Local del INE, Asdrúbal Rafael Guillén Lugo. Dijo que el domingo 1° de junio, los electores recibirán 10 boletas electorales: 6 para la elección de juzgadores federales y 4 para juzgadores locales. Una vez que cada elector marque las boletas, deberá introducirlas en la única urna. Cuando la urna se llene con las boletas de ambos poderes será sellada a la vista de todas las personas que se encuentren en la casilla y se resguardará. De inmediato se colocará otra urna y, al llenarse, se repetirá el proceso, “y así hasta recibir toda la votación de las 2 elecciones del Poder Judicial”. Guillén Lugo expuso que una vez que concluya la jornada de votación, los funcionarios de casilla separarán cada boleta electoral por tipo de elección y prepararán los 10 expedientes. Lo anterior permitirá que, cuando se haga el escrutinio y cómputo en los Consejos Distritales, las boletas estén separadas por elección.",https://www.alcalorpolitico.com/informacion/cada-modulo-de-votacion-solo-tendra-una-urna-de-eleccion-judicial-423920.html,"Xalapa, Ver",22/04/2025
