titulo,articulo,lugar,autor,fecha,url
Unión de Tula recibió mayor cantidad de remesas per cápita en Jalisco,"De acuerdo a datos del Instituto de Información Estadística y Geográfica de Jalisco (IIEG), en el cuarto trimestre de 2024 (octubre, noviembre y diciembre) el municipio de Unión de Tula registró mayor cantidad de remesas per cápita con mil 324.4 dólares por persona; aunque no fue uno de los municipios con mayor ingreso por este concepto. Los tres municipios que recibieron mayor cantidad de remesas a nivel Jalisco en el tercer trimestre de 2024, fueron Guadalajara con 171.2 millones de dólares; le sigue Zapopan con 102.5 millones de dólares y el tercer lugar es Tepatitlán de Morelos, con 49.2 millones de dólares. En esta región de la Sierra de Amula, los municipios con mayor recepción de remesas, fueron, El Grullo, Autlán y Unión de Tula. En menor proporción, en la región de la Costa Sur, están los municipios de Casimiro Castillo, Cihuatlán y La Huerta. Junto con Unión de Tula, los otros dos municipios que recibieron mayor cantidad de remesas por habitante fueron, Ojuelos con mil 266.1 dólares y Degollado con mil 142.9 dólares.","Unión de Tula, Jalisco",,,https://letrafria.com/union-de-tula-recibio-mayor-cantidad-de-remesas-per-capita-en-jalisco/
"Jalisco, menos vulnerable a posibles aranceles estadounidenses","Para la Escuela de Negocios del Iteso, Jalisco tiene menor vulnerabilidad que otras entidades a resultar afectado por posibles aranceles que imponga el gobierno de Estados Unidos. Son dos los motivos principales que permiten esto, describió la Escuela a través de su Boletín de Análisis Económico de marzo. El primer punto es que el estado tiene mayor diversificación en la conformación de su producto interno bruto (PIB) y no tiene alta dependencia de las exportaciones. “En el contexto de una posible imposición de nuevos aranceles por parte de Estados Unidos a bienes manufacturados fuera de su territorio, Jalisco no se encuentra entre las entidades más vulnerables. En 2023, las exportaciones representaron el 20.3% del PIB estatal, un nivel por debajo del promedio nacional (33.0%) y considerablemente menor al de estados como Chihuahua (100.5%), Coahuila (98.3%) o Baja California (77.0%)”. Las exportaciones de Jalisco como porcentaje del PIB estatal lo ubican en el lugar 14 a nivel nacional en 2023, precisa el documento. Aunado a esto, las exportaciones de Jalisco, principalmente las que van hacia Estados Unidos, pueden resistir los embates de los aranceles, dado que incluyen productos relacionados a la tecnología. “Además, el perfil exportador de Jalisco basado en manufactura electrónica de mayor valor agregado puede ofrecer mayor resiliencia ante medidas proteccionistas, al estar más vinculado a cadenas globales complejas, menos susceptibles a sustitución inmediata y con mayor contenido tecnológico. Aun así, el entorno comercial internacional plantea retos importantes que exigen reforzar la infraestructura logística, la integración regional y las capacidades tecnológicas de las empresas, para sostener el dinamismo exportador del estado”.","Autlán, Jalisco",,,https://letrafria.com/jalisco-menos-vulnerable-a-posibles-aranceles-estadounidenses/
El Grullo inaugura sala multisensorial para niñez con autismo,"El gobierno municipal de El Grullo dentro de la Unidad Regional de Rehabilitación (URR), inauguró este pasado miércoles 2 de abril una sala multisensorial enfocada a la atención temprana de niñas y niños con espectro autista. Según el especialista Kevin Higareda Araiza, esta cámara de estimulación multisensorial apoyará a madres y padres de niños y niñas con autismo para que puedan mejorar la capacidad de los sentidos, su comportamiento y posibilidades de desarrollo. El especialista compartió algunas señales de alerta para poder identificar a un niño o niña con autismo: Para mayor información sobre la atención de la Unidad Regional de Rehabilitación y específicamente el servicio de la sala multisensorial pueden comunicarse al teléfono 321 387 2899 del DIF municipal.","El Grullo, Jalisco",,,https://letrafria.com/el-grullo-inaugura-sala-multisensorial-para-ninez-con-autismo/
Lemus va contra narco corridos en eventos públicos,"El gobernador Pablo Lemus Navarro anunció que ayer emitió una orden ejecutiva que para los eventos organizados por el gobierno de Jalisco o en los que se tenga algún nivel de patrocinio, no cuenten con participación de agrupaciones o cantantes que hagan apología de delito, es decir, que canten narco corridos. Esta decisión la tomó tras lo ocurrido el fin de semana, cuando en el Auditorio Telmex el grupo Los Alegres del Barranco interpretaron un corrido y, a la par, proyectaron imágenes de un líder de un grupo criminal de Jalisco. “El gobierno del estado de Jalisco está haciendo lo propio. Hoy muy temprano firmé una orden ejecutiva para que cualquier presentación que esté vinculada al gobierno del estado de Jalisco, de artistas, de grupos, tenga estas mismas características. Es decir, que cualquier grupo o cantante que haya tenido antecedentes de apología del delito, no se podrá presentar en un espectáculo público patrocinado por el gobierno del estado. Eso se acabó”. A la par, dijo que prepara una iniciativa de ley para enviar al Congreso del Estado y que estas medidas se puedan replicar en todos los espacios públicos de Jalisco, independientemente de si los administra o no su gobierno. “Con el respeto al Poder Legislativo estatal estaré enviando la próxima semana una iniciativa para que se discuta por las distintas fracciones parlamentarias en torno a la obligatoriedad de que todo espectáculo público en Jalisco, no solamente estamos hablando de los grandes auditorios, estamos hablando de una plaza de toros, un palenque, de cualquier espectáculo público que exista legalmente, desde el Poder Legislativo del estado, la obligatoriedad para que esos productores y cantantes se hagan responsables de lo que suceda al interior de estos espectáculos y que nadie se lave las manos diciendo ‘no, es la responsabilidad del cantante’”.","Autlán, Jalisco",,,https://letrafria.com/lemus-va-contra-narco-corridos-en-eventos-publicos/
Entregan instalaciones de la Unidad Municipal de Protección Civil El Limón,"El gobierno municipal de El Limón y el club de hijos ausentes Unidos El Limón Los Ángeles, este viernes 28 de marzo entregaron oficialmente las instalaciones de la Unidad Municipal de Protección Civil y Bomberos a la corporación, desde donde estarán laborando para brindar la atención de emergencias para toda la población. La obra de rehabilitación del edificio comenzó el primero de febrero de 2024 y oficialmente la inauguración de la unidad ocurrió el pasado 28 de diciembre, sin embargo aún faltaba concretar el equipamiento y la compra de muebles para habilitarlo al cien por ciento. Los elementos de la corporación -a cargo de Eduardo Corona Acosta- manifestaron su agradecimiento por el hecho de que la suma de voluntades haya hecho posible que ellos tengan un lugar digno para trabajar, después de que estuvieron temporalmente en distintas sedes, ninguna de ellas adecuada para el funcionamiento de una unidad de Protección Civil. Varios elementos de la corporación municipal compartieron con Letra Fría, que la petición de unas instalaciones adecuadas venía de tiempo atrás, pero hasta antes de ahora no la habían concretado. Incluso el actual presidente, Nelson González Figueroa hizo diversas gestiones con el gobierno estatal y federal para obtener recursos para esta obra, pero no logró obtenerlos. Fue hasta que buscó el apoyo de los hijos ausentes cuando llegaron a un acuerdo, donde ellos aportarían el 50% del costo total y el otro, 50% lo pondría el gobierno municipal. La inversión de la obra ascendió aproximadamente a 980 mil pesos. Además del espacio y equipamiento con el que cuentan estas nuevas instalaciones, otro beneficio que destacaron los elementos fue la ubicación, ya que está en la entrada del municipio y esto les permitirá moverse de manera ágil para atender las emergencias sin tener que cruzar el municipio. Hijos Ausentes siempre dispuestos a apoyar a su municipio En entrevista con la presidenta del club Unidos El Limón Los Ángeles, Sandra López Puentes, expresó que para los hijos ausentes es importante apoyar las obras de beneficio social para el municipio del que son originarios, El Limón y sus distintas localidades. “Con mucho esfuerzo, mucho sacrificio de mucha gente hicimos kermeses, eventos, rifas, tuvimos bailes, todo el club de Los Ángeles somos 25 personas que donan su trabajo, su comida, donación en efectivo, hubo personas de otras localidades como de La Ciénega que también nos apoyan”, compartió Sandra. Agregó, que incluso hubo personas originarias de El Limón que viven en otras ciudades de Estados Unidos que también decidieron dar apoyo para hacer posible esta obra. La gestión del presidente Nelson con el club comenzó desde el año 2023. El club Unidos El Limón Los Ángeles estuvo en todo momento supervisando el avance de la obra y la inversión para entregar cuentas claras a todos los hijos ausentes que decidieron aportar, junto con el gobierno municipal. “Estoy muy orgullosa por esta obra, yo vivo en Los Ángeles desde hace mucho tiempo, pero vengo a El Limón, aquí nací, soy de El Limón y con gusto apoyamos para la atención de emergencias en todo el municipio”, agregó Sandra López. La Unidad municipal de Protección Civil cuenta con área de almacén, dormitorio de hombres y mujeres, oficina administrativa, cocina, baño y un aula de capacitación. Está ubicada en la avenida Revolución, junto a la unidad deportiva de El Limón.","El Limón, Jalisco",,,https://letrafria.com/entregan-instalaciones-de-la-unidad-municipal-de-proteccion-civil-el-limon/
Estrategia Nacional de Vida Saludable arranca en todos los niveles educativos,"De acuerdo a las disposiciones de la Secretaría de Educación Pública (SEP), a partir de este 29 de marzo todas las escuelas, incluyendo preescolar, primaria, secundaria, bachillerato y universidad, están obligadas a integrarse a la Estrategia Nacional de Vida Saludable, firmada a nivel federal el pasado 30 de septiembre, junto con la Secretaría de Salud. La disposición a nivel nacional está establecida en los lineamientos generales a los que deberán sujetarse la preparación, distribución y expendio de los alimentos y bebidas preparados, procesados y a granel, así como el fomento de los estilos de vida saludables en alimentación dentro de todas las escuelas del Sistema Educativo Nacional (SEN). Estos lineamientos establecen al menos cuatro acciones básicas: Para reforzar y facilitar la transición hacia este nuevo modelo de alimentación, el gobierno federal a través de la página Vida Saludable, habla del propósito de esta estrategia a nivel federal y ofrece una serie de tips, manuales e información sobre como transformar la venta de alimentos en las escuelas. ¿Cómo ocurrirá en Jalisco la Estrategia de Vida Saludable? A propósito de la entrada en vigor de la Estrategia Nacional de Vida Saludable, la Secretaría de Educación Jalisco (SEJ) a través de quien dirige el Programa para el Cuidado y Desarrollo Integral, está coordinando las acciones correspondientes a nivel estatal, según dieron a conocer medios de circulación estatal. En el caso de Jalisco, será la Comisión para la Protección contra Riesgos Sanitarios del Estado (CORISJAL) quien estará encargada de vigilar que se cumplan las disposiciones propuestas a nivel federal y en su caso emitir las sanciones en los casos donde no se cumplan. Sin embargo, la intención es más bien trabajar para hacer consciencia a través de las autoridades educativas, para que todas las cooperativas se sumen a esta iniciativa que tiene como objetivos reducir los índices de obesidad infantil, prevenir el deterioro de la salud desde una edad temprana y fomentar hábitos sanos.","Autlán de Navarro, Jalisco",,,https://letrafria.com/estrategia-nacional-de-vida-saludable-arranca-en-todos-los-niveles-educativos/
Abren ventanillas en la región para apoyos SADER Jalisco 2025,"Este lunes 31 de marzo abrirán las ventanillas de atención de la Secretaría de Agricultura y Desarrollo Rural (SADER) Jalisco para la atención de los productores que busquen gestionar apoyos para este 2025. En esta región habrá tres oficinas, en El Grullo, Cuautitlán de García Barragán y Tomatlán. Las ventanillas estarán abiertas de lunes a viernes, desde este 31 de marzo y hasta el próximo 11 de abril para recibir solicitudes de proyectos regenerativos, de energías limpias, apicultura, insumos biológicos, producción acuícola o pesquera, pecuaria, avícola, porcícola, frutícola u hortícola, además del programa de Fomento para la tecnificación del campo. Para todos aquellos productores que están interesados en recibir algún apoyo de la SADER Jalisco, pueden consultar directamente la página de internet donde están publicadas las convocatorias, que están en el siguiente link. A partir de este fin de semana pasado, el gobierno del estado a través de sus redes empezó a difundir la apertura de las ventanillas, así como los municipios donde estarán con el fin de que los productores aprovechen desde el primer momento para inscribir sus propuestas. A continuación, se enlistan las direcciones de las ventanillas que estarán funcionando en esta región: Centro Cultural Regional; Av. Hidalgo No. 449, Col. Santa Cecilia. Casa de la cultura Raúl Delgado; García Barragán No. 67, Col. Centro. Salón de Usos Múltiples Abel Salgado; Chapultepec S/N, Col. Centro.","El Grullo, Jalisco",,,https://letrafria.com/abren-ventanillas-para-apoyos-sader-jalisco-2025-en-la-region/
Especialistas destacan la importancia del compromiso social para preservar el ambiente,"En La Entrevista con Carmen Aggi -para hablar del tema del incendio en la Sierra de Quila– los especialistas coincidieron en que es indispensable que la conciencia y el compromiso social por la preservación del medio ambiente, específicamente de la sierra, trascienda el momento posterior a un incidente, como el incendio ocurrido el pasado 13 de marzo, que afectó a 838 hectáreas del Ejido Tecolotlán. Para Vicente Jiménez Sánchez, coordinador regional del manejo del fuego de Sierra de Amula, comisionado de SEMADET a la UEPCB dentro del programa de manejo del fuego de esta zona, es indispensable considerar temas de educación ambiental, compromiso social y empoderamiento de la gente. “En este incendio pasado (13 de marzo en Sierra de Quila), si bien mucha gente estuvo participando, también había gente del sector social -llámense ejidos o población en general- que estuvo indiferente o apática a lo que estaba sucediendo”, precisó Vicente Jiménez. Agregó que existen varias maneras de participar, combatir directamente el fuego no es la única alternativa; aunque desde su experiencia de vida, cuando él era joven los ejidatarios y personas de las comunidades aledañas eran quienes en primera instancia salían a combatir los incendios que ocurrían. “Tenemos que emprender una campaña de concientización, empoderamiento de la gente que vive aledaña a nuestra Sierra de Quila, el tema del agua es un factor sumamente importante para nuestras poblaciones, lo digo porque yo vivo en Quila y sabemos que deteriorando nuestros bosques obviamente el agua se nos va a reducir, la calidad y cantidad”, puntualizó el funcionario estatal. Día Estatal del Combatiente de Incendios Forestales en Jalisco, 12 de mayo A propósito de la conciencia y compromiso para combatir incendios, Marduck Cruz Bustamante, director general del Organismo Público Descentralizado (OPD) Sierra de Quila, recordó que el 12 de mayo de 1986, ocurrió una tragedia en Sierra de Quila. Un incendio que afectó alrededor de 8 mil hectáreas, donde la población de las comunidades vecinas participó para sofocar el fuego y desafortunadamente 9 personas fallecieron -varios de la comunidad de Quila- entre ellos dos menores de edad. A raíz de estos hechos desafortunados ocurridos en Jalisco, el Congreso del Estado en 2017 decretó el 12 de mayo como Día Estatal del Combatiente de Incendios Forestales en Jalisco. Para Marduck es importante que la población se una en momentos como este, pero más importante aún que no lo olviden, para que el compromiso social por el cuidado y preservación del medio ambiente permanezca más allá de cualquier incidente. Lograr trabajo conjunto, un gran reto en la Sierra de Quila Desde la experiencia del OPD Sierra de Quila, como una entidad que congrega a autoridades municipales, estatales, federales, ejidos e instituciones educativas, entre otros, lograr el trabajo en colaboración es un reto, porque siempre existen factores de presión que complican los procesos y los acuerdos. Como ejemplo, mencionó que en este momento el Área Natural Protegida de la Sierra de Quila transita por una situación complicada por el lado del municipio de San Martín Hidalgo -específicamente en el área de Lagunillas, El Cobre, Mesa del Cobre- por la construcción de complejos de cabañas, que en algunos casos no están respetando los límites establecidos por el área protegida. “Esa zona forestal urbana se está convirtiendo en una zona de riesgo, porque la verdad entre los deshechos de basura que generan, sus aguas residuales, más aparte las prácticas nulas que puedan tener para delimitar sus complejos, ese es el reto”, explicó Marduck Cruz. El objetivo es llegar a tomar decisiones colegiadas y comprometidas con cada uno de los actores que intervienen dentro de la preservación del Área Natural Protegida, porque cada quien tiene su propia responsabilidad y eso es complejo. “Conjuntar todo eso para implementar realmente cosas es un reto, porque uno no puede llegar e imponer, se respetan las asambleas ejidales, se toman las decisiones y otro gran reto es que se implementen en apego a la normatividad, a lo que conviene a la sierra o al bien común”, expresó el funcionario.","Autlán de Navarro, Jalisco",,,https://letrafria.com/especialistas-destacan-la-importancia-del-compromiso-social-para-preservar-el-ambiente/
Municipios promueven estrategia federal “Mi parcela no se quema”,"Ahora que comienza la temporada de estiaje e incrementa el riesgo de incendios forestales, algunos gobiernos municipales están dándole difusión a la estrategia del gobierno federal “Mi parcela no se quema”, promovida por la Secretaría de Agricultura y Desarrollo Agropecuario (SADER), que busca hacer conciencia de la importancia de evitar las quemas y en caso de ser necesarias hacerlo apegado a la Norma Oficial Mexicana NOM-015 SEMARNAT/AGRICULTURA-2023. El llamado para los agricultores y propietarios de parcelas es a evitar las quemas, porque ocasionan pérdida de nutrientes, eliminan organismos y microorganismos encargados de la descomposición de la materia orgánica, aireación del suelo y liberación de nutrientes. La propuesta de la estrategia nacional “Mi parcela no se quema” es aprovechar alternativas al uso del fuego, promueven capacitaciones presenciales y virtuales para orientar a las personas sobre cómo pueden aprovechar de manera óptima los residuos de las cosechas, mantener la fertilidad del suelo y aprender otras prácticas productivas. “Las quemas agrícolas aumentan la posibilidad de contingencias ambientales debido a la mala calidad del aire, como consecuencia de la concentración de partículas provenientes de la combustión de residuos que afectan la salud de las personas”, se lee en la página oficial del gobierno federal. ¿Qué hacer si las quemas son indispensables? En caso de que la quema agrícola sea indispensable, las personas interesadas deben cumplir con la NOM-015 SEMARNAT/AGRICULTURA-2023, que establece las siguientes determinaciones: ¿Cuáles son los efectos adversos de las quemas agrícolas? Con la intención de cambiar la conciencia de quienes realizan estas prácticas, el gobierno federal comparte algunos de los efectos que las quemas producen en el suelo y el entorno.","Autlán de Navarro, Jalisco",,,https://letrafria.com/municipios-promueven-estrategia-federal-mi-parcela-no-se-quema/
Disminuye número de delitos; prevalece la violencia familiar en la región: IIEG,"Los cinco municipios de la Sierra de Amula con mayor indice de delitos entre febrero de 2024 y enero de 2025 fueron: Tecolotlán, Juchitlán, Autlán de Navarro, El Grullo y Unión de Tula, de acuerdo con datos actualizados del Instituto de Información Estadística y Geográfica de Jalisco (IIEG). En general, el número de delitos disminuyó en 6%; pasó de 867 carpetas de investigación (2023-2024) a 815 (2024-2025). Entre estos cinco municipios abarcan el 88% del total de carpetas de investigación en esta región. En la región, los tres delitos del fuero común que prevalecen, son violencia familiar, lesiones dolosas y abuso sexual infantil; en este mismo período en el año anterior (febrero 2023-enero 2024), estos tres delitos también estuvieron en los primeros tres lugares en los municipios con mayor incidencia. Los municipios con menor incidencia delictiva son, Tuxacuesco, Cuautla y Chiquilistlán; aunque el número de este tipo de delitos es mínimo, dos de las tres causas prevalecen: violencia familiar y abuso sexual infantil. En el período anterior (2023-2024) los tres municipios con menos incidencia fueron Tonaya, Atengo y Cuautla; tanto en Atengo como en Tonaya la incidencia delictiva incrementó y sólo Cuautla se mantuvo dentro de los tres últimos lugares.","Autlán de Navarro, Jalisco",,,https://letrafria.com/disminuye-numero-de-delitos-prevalece-la-violencia-familiar-en-la-region-iieg/
