titulo,fecha,autor,contenido,url,longitud,lugar,fecha_limpia
Arreglando al niños Dios,01/02/2024,Desconocido,"Xalapa, Ver., 1° de febrero de 2024.- La señora Lourdes Romero González, quien tiene un local en el Mercado “Jáuregui” se dedica a restaurar y vestir niños Dios desde hace varios años. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/arreglando-al-ninios-dios-401326.html,225,,2024-01-02
PAN descarta protección especial para sus candidatos en Veracruz,"Orizaba, Ver. 01/02/2024",Desconocido,"El dirigente estatal del Partido Acción Nacional (PAN), Federico Salomón Molina, aseveró que los candidatos de este instituto político a las diputaciones federal y local no tendrán seguridad externa a pesar de la inseguridad que se vive en el Estado. Tras indicar que el blanquiazul encabezará las candidaturas en 9 distritos federales y 19 estatales, sostuvo que el tema es complicado en la entidad, tanto para los candidatos como para toda la población. “Hay mucho temor en todas las zonas. En la zona sur, específicamente, hay mucha gente, como empresarios, que han tenido que migrar a otros estados porque en Veracruz no hay las condiciones que el Gobierno debe de generar en este tema”. No obstante, aseveró que los candidatos emanados del PAN no tendrán seguridad especial, pues consideró deben sentir y vivir la propia problemática de los ciudadanos para que así, en caso de ganar, logren tener la sensibilidad que los ayude a proponer nuevas políticas públicas en la materia. Asimismo, añadió que consideran que van obtener el mayor número de curules tanto federales como estatales, pues mucha gente ya está cansada de los malos gobiernos de MORENA. “Para nosotros cualquier distrito, cualquier municipio, cualquier ciudadano representa algo importante. Todos somos iguales, la ‘caballada’ del PAN está superbién, con el ánimo de que vamos a ganar tanto”. Asimismo, añadió que consideran que van obtener el mayor número de curules tanto federales como estatales, pues mucha gente ya está cansada de los malos gobiernos de MORENA. “Para nosotros cualquier distrito, cualquier municipio, cualquier ciudadano representa algo importante. Todos somos iguales, la ‘caballada’ del PAN está superbién, con el ánimo de que vamos a ganar tanto”. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/pan-descarta-proteccion-especial-para-sus-candidatos-en-veracruz-401312.html,1784,"Orizaba, Ver",2024-01-02
Sindicato del ISSSTE exige reforma para tener un retiro digno,"Xalapa, Ver. 01/02/2024",Desconocido,"El secretario general del Comité Ejecutivo Nacional del Sindicato Único de Trabajadores del ISSSTE, Juan José Hernández Domínguez, en nombre de los agremiados, solicitó que autoridades revisen la reforma laboral de 2007, con el objetivo de que los trabajadores tengan mejores condiciones de retiro. “De 2007 para acá ningún trabajador se jubila, todos se pensionan con pensiones raquíticas, pobres, que no les permiten tener un retiro digno. Esta reforma laboral que aplicaron en 2007 nosotros estamos solicitando que se revise, que se analice, que se abrogue o que se derogue. La palabra que sea correcta”, comentó. Agregó que con ello no sólo se verían beneficiados los trabajadores del ISSSTE sino que todos los empleados de las dependencias del Gobierno Federal podrían tener un retiro digno. En este sentido, celebró que el presidente Andrés Manuel López Obrador haya tomado este asunto en sus manos para que se lleve a cabo. “Queremos agradecerle al Presidente de la República que va a enviar las iniciativas el 5 de febrero de este año, ya en unos próximos días, para que todos los trabajadores puedan jubilarse con el 100 por ciento de su percepción salarial”. Y es que reconoció que es positivo que exista la pensión universal pero dijo que no se debe abandonar a los trabajadores. Además, señaló que también están solicitando el aumento del salario a burócratas, ya que refirió que ha sido abandonado por más de 10 años. “Tiene más de una década que se revisa, que no se ha revisado el salario de este sector está estancado. El salario mínimo ya aumentó el doble, pero el salario ‘burocrático’ de los trabajadores ya se quedó abajo, se quedó perdido”. También dentro de sus peticiones, solicitaron acceder a mejores aguinaldos, ya que sólo perciben 40 días mientras que otras dependencias obtienen más beneficios. “Estamos solicitando al Presidente, a los diputados federales y al Congreso de la Unión que aprueben nuestras propuestas, que aprueben que todos los trabajadores del ISSSTE de las dependencias del Gobierno Federal y de México podamos jubilarnos mejor”, concluyó. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/sindicato-del-issste-exige-reforma-para-tener-un-retiro-digno-401306.html,2127,"Xalapa, Ver",2024-01-02
Ya podrá valorarse quitarle la concesión a Grupo MAS: ORFIS,"Xalapa, Ver. 01/02/2024",Desconocido,"Luego de que el Primer Tribunal Colegiado en materia Administrativa del Séptimo Circuito con residencia en Boca del Río, determinó que la auditoría al Grupo Metropolitano de Agua y Saneamiento S.A.P.I. de C.V. (Grupo MAS), es constitucional, los resultados de la revisión se mantienen firmes y por ende, con elementos para valorar la posibilidad de revocar la concesión del servicio de agua potable. Al manifestar lo anterior, Delia González Cobos, auditora general del Órgano de Fiscalización Superior (ORFIS), dijo que se estará a la espera de la instrucción del Congreso del Estado para continuar con la auditoría a los ejercicios fiscales 2022 y 2023, ya que la revisión abarcó sólo los ejercicios fiscales del 2017 al 2021. En torno a una de la conclusiones de la justicia federal de que la auditoría no tiene consecuencias jurídicas sancionatorias, aclaró que se refiere a que no habrá consecuencias jurídicas hasta que concluya en su totalidad el proceso de revisión al Grupo MAS. Recordó que el Congreso del Estado instruyó al ORFIS a realizar una auditoría al Grupo MAS; sin embargo, la empresa que opera el servicio de agua potable en el puerto de Veracruz, se inconformó con el argumento de no manejar recursos públicos y por consecuencia la auditoría era inconstitucional. Ante ello, el Grupo MAS se amparó y en una primera instancia, el Juez Cuarto de Distrito de Boca del Río otorgó el amparo, pero el ORFIS interpuso un recurso de revisión ante el Primer Tribunal Colegiado en materia Administrativa del Séptimo Circuito y esa instancia jurisdiccional revocó la sentencia del Juez y declaró que la auditoría al constitucional. “La determinación del Tribunal dan el soporte (legal) para otras auditorías, eso es lo valioso que veo aquí”, por lo que la justicia federal validó que el ORFIS es un ente legalmente facultado para auditar recursos públicos. González Cobos, añadió que los resultados de la auditoría detectaron un incumplimiento de cláusulas del título de concesión, además de ingresos, a favor de la empresa, por más de 2 mil 500 millones de pesos que no se invirtieron para infraestructura, “con estos elementos podrían considerar la viabilidad de mantener esa concesión o no”. Añadió que las medidas sancionatorias corresponden al Congreso del Estado y/o al municipio de Veracruz que fue uno de los que otorgó al concesión, pues hay que recordar que el año pasado el municipio de Medellín de Bravo se deslindó del Grupo MAS. Al cuestionarle sobre la validez de la determinación del Cabildo de Medellín de Bravo para deslindarse del grupo MAS respondió: “No hemos tenido a la vista los documentos que así lo dispongan, que así avalen, jurídicamente no henos verificado esas acciones, pero seguramente tendremos a la mano esos documentos ahora que haremos la fiscalización (a la Cuenta Pública 2023). Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/ya-podra-valorarse-quitarle-la-concesion-a-grupo-mas-orfis-401311.html,2867,"Xalapa, Ver",2024-01-02
Incendio en clínica del IMSS en Orizaba dejó secuelas entre trabajadores,"Orizaba, Ver. 01/03/2024",Desconocido,"Tras el incendio en el laboratorio de la Unidad de Medicina Familiar (UMF) 1 del IMSS el pasado 17 de febrero, los trabajadores están presentando síntomas como cefalea, dolor de garganta, dificultad respiratoria, hemorragia nasal, ardor y picazón en ojos, tos, pues aún hay restos de ceniza en mobiliario e instalaciones de diversos servicios. Esta situación la dieron a conocer y denunciaron los empleados y el secretario general del Sindicato Nacional de Trabajadores del Seguro Social (SNTSS) Sección IV, Juan Carlos Perzabal Castillo, a través de una carta. Aseveraron que en archivo, fisiatría, farmacia, consultorios, medicina preventiva hay estos residuos pues sólo se hizo limpieza, pero no se aplicaron los protocolos de higiene correctos para poner en marcha de nueva cuenta este lugar también conocido como Clínica 1. Esto, aseguraron, puede provocar una intoxicación por materiales expuestos en el aire y en áreas en donde están laborando y atendiendo pacientes que acuden a curación, sutura o que requieran de estar en cama. Todo está contaminado, señalaron. Acusaron que la Dirección Médica tiene poca capacidad de resolución, dirigiéndose con improvisación carente de conocimiento. Detallaron que un ejemplo claro es que no hay rociadores, detectores de un humo en servicios como laboratorio, farmacia, red fría, Rayos X, rehabilitación, dental, en almacén donde existe depósitos de productos químicos, área de depósito de oxigeno, depósito de gas, se ubican riesgos internos pero no se gestiona con acciones la corrección de los mismos. Añadieron que el día del incendio se detectó un olor muy penetrante a quemado, por lo cual la notificación de la emergencia provino de los compañeros, no de la autoridad, además que no se podía entrar al laboratorio afectado pues no se encontraron las llaves en el inmueble teniendo que abrir a golpes derribando la puerta de dicho servicio. Y apuntaron que al iniciar labores el día lunes 19 de Febrero no hubo indicaciones de parte de la autoridad interna del inmueble, se presentaron a trabajar y checar de manera normal a las 7:00 horas, sin que nadie diera alguna indicación de la manera en cómo deberían trabajar y qué medidas deberían de tomar. ""No se encuentran delimitadas áreas de riesgo, no existen indicaciones claras ni precisas de la Directora, la cual omite el protocolo de atención de los servicios esenciales como urgencias, ingresando a personal del servicio de laboratorio para tomar muestras a la población citada para dicho fin. Todo ha sido impuesto de manera improvisada manteniendo a la población civil y trabajadores en contacto con un ambiente incierto para la salud y la integridad del personal que laboramos en la UMF 1"". Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/incendio-en-clinica-del-imss-en-orizaba-dejo-secuelas-entre-trabajadores-402815.html,2743,"Orizaba, Ver",2024-01-03
UV renovó titulares de dependencias clave,"Xalapa, Ver. 01/03/2024",Desconocido,"La Universidad Veracruzana (UV), renovó a los titulares de las direcciones generales de Difusión Cultural (DGDC) y de Planeación Institucional (DPI), así como de la Organización Teatral (Orteuv), en una ceremonia que se llevó a cabo en la Sala de Juntas ""Jenny Beltrán"" de la Unidad Central. Jaqueline Jongitud Zamora, secretaria de Desarrollo Institucional, tomó protesta a Roberto Aguirre Guiochín, quien llega a la DGDC en sustitución de Alfonso Colorado Hernández, y a Elisa Calderón Altamirano, que relevará en la DPI a Norma Angelina Lagunes López. Así como a Mario Espinosa Ricalde, que tomará el lugar de Luis Mario Moncada en la Orteuv. Jongitud Zamora manifestó que las renovaciones representan oportunidades para potenciar el alcance de las metas establecidas y fortalecer las formas en que se desarrollan las funciones sustantivas. Declaró que la DGDC es el vehículo difusor del trabajo artístico, científico y académico de la UV, como también de sus expresiones culturales, y resaltó que la Orteuv es una de las compañías más importantes del país, poseedora de reconocimiento nacional e internacional ganado a través de 70 años de historia. Agregó que, a su vez, la DPI deberá afrontar el reto que supone el cambio de paradigma provocado por la expedición de la Ley General de Educación Superior en 2021. La directiva destacó el profesionalismo de los titulares salientes de las dependencias citadas y deseó el mayor de los éxitos a sus relevos. Elisa Calderón se comprometió a dar continuidad al trabajo realizado en la DPI, requerido para detonar proceso de planeación institucional en distintas entidades. Por su parte, Mario Espinosa agradeció la confianza por su nombramiento, al que describió como un desafío apasionante que asumirá con la mejor actitud. Finalmente, Aguirre Guiochín enfatizó que desempeñará sus labores en beneficio de la comunidad universitaria y la sociedad en general, y promoverá relaciones cordiales a fin de que las actividades fluyan de manera adecuada. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/uv-renovo-titulares-de-dependencias-clave-402847.html,2038,"Xalapa, Ver",2024-01-03
OPLE contratará a 3 mil supervisores y capacitadores electorales,"Xalapa, Ver. 01/03/2024",Desconocido,"El Organismo Público Local Electoral (OPLE) expidió la convocatoria para la selección de más de 3 mil Supervisores Electorales Locales (SEL) y Capacitadores (as) Asistentes Electorales Locales (CAEL). Las personas seleccionadas serán contratadas para el periodo del 28 de abril al 11 de junio. Los SEL recibirán una percepción mensual bruta de 12 mil pesos y los CAEL 9 mil 500 pesos, en ambos casos más gastos de campo. La convocatoria está abierta desde este vienes 1° y cerrará el 6 de abril. Los SEL son las personas encargadas de coordinar, apoyar y verificar, tanto en campo como en gabinete, las actividades de asistencia electoral realizadas por las y los CAEL a su cargo. Sus competencias son liderazgo, trabajo bajo presión, orientación al servicio, manejo y resolución de problemas y planeación. Y los CAEL serán los encargados de ejecutar las actividades de asistencia electoral, cuyas competencias deben ser persuasión y negociación, orientación al servicio, trabajo bajo presión y trabajo en campo. De acuerdo con la convocatoria se pide a los aspirantes un grado de escolaridad mínimo de Secundaria para los Distritos Electorales de Poza Rica; Xalapa I y II; Veracruz I y II; Boca del Río; Coatzacoalcos I, Córdoba y Orizaba. Y el requisito mínimo de Primaria para los Distritos Electorales de Coatzacoalcos II; Tuxpan; Martínez de la Torre; Emiliano Zapata; Río Blanco; Pánuco; Coatepec; Cosamaloapan; Minatitlán; Acayucan; Alvarado; Santiago Tuxtla; Cosoleacaque; Tantoyuca; San Andrés Tuxtla; Misantla; Huatusco; Perote; Álamo; Papantla y Zongolica. Entre otros requisitos destacan tener ciudadanía mexicana, en pleno ejercicio de sus derechos civiles y políticos, y contar con credencial para votar vigente o comprobante de trámite; y tener residencia en estado de Veracruz y tener domicilio dentro del Distrito Electoral en el que deba prestar sus servicios. Además de no ser militar en ningún partido político, ni haber participado activamente en alguna campaña electoral en el último año; no haber participado como representante de partido político con registro vigente, o coalición, en alguna elección celebrada en los últimos tres años, y en el caso de existir candidaturas independientes registradas, no deberán ser representantes de ellas en alguna elección a celebrarse el próximo 2 de junio de 2024. Tampoco debe ser persona servidora pública vinculada con programas sociales en el gobierno municipal, estatal o federal, ni ser persona operadora de programas sociales y actividades institucionales, cualquiera que sea su denominación, no ser persona servidora de la nación o haber ostentado alguno de estos cargos en el último año previo a este registro para el Proceso Electoral Concurrente 2023-2024. Tampoco debe ser persona servidora pública vinculada con programas sociales en el gobierno municipal, estatal o federal, ni ser persona operadora de programas sociales y actividades institucionales, cualquiera que sea su denominación, no ser persona servidora de la nación o haber ostentado alguno de estos cargos en el último año previo a este registro para el Proceso Electoral Concurrente 2023-2024. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/ople-contratara-a-3-mil-supervisores-y-capacitadores-electorales-402796.html,3174,"Xalapa, Ver",2024-01-03
Alerta Amber,01/03/2024,Desconocido,"La Coordinación Estatal del Programa AAMBER-VER, informa la desactivación de la Alerta Amber 1064 por la niña Alice Espinoza Álvarez de 7 años de edad. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/alerta-amber-402813.html,192,,2024-01-03
"En Medellín de Bravo, padres casi linchan a docente acosador","Medellín de Bravo, Ver. 01/03/2024",Desconocido,"Padres de familia de la Escuela Telesecundaria “José Luis Martínez Aguilar” acudieron al plantel para detener y entregar a las autoridades a un profesor señalado de acoso por parte de al menos 3 alumnas. Fue en el fraccionamiento Lagos de Puente Moreno en donde los padres se situaron para exigir que se detuviera al maestro de nombre Cuauhtémoc “N”, quien se negaba a salir de la escuela por lo que comenzaron a subir de tono las protestas de los padres de familia y algunos de los estudiantes presentaron crisis nerviosa. La mamá de una de las alumnas que señala haber sido víctima de dicho profesor, sufrió un desmayo por lo que se pidió el apoyo de personal paramédico para atender a las afectadas. Debido a que los padres de familia amenazaban con entrar a la fuerza y linchar al presunto acosador, los alumnos fueron evacuados, quedando en su interior sólo el personal docente y el Director. Luego de todo el reclamo por parte de los padres de familia, el profesor fue sacado del plantel y entregado a elementos de la Policía Estatal, quienes se encargarán de ponerlo a disposición de la autoridad competente.A decir de los propios padres de familia, este mismo profesor habría sido señalado por una situación similar el año pasado, en esta ocasión una de las víctimas fue quien se atrevió a denunciarlo. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/en-medellin-de-bravo-padres-casi-linchan-a-docente-acosador-402819.html,1351,"Medellín de Bravo, Ver",2024-01-03
"En el Centro Recreativo, puesta en escena ""Fragmentos del Infinito""","Xalapa, Ver. 01/03/2024",Desconocido,"Con entrada libre, y gratuita, se presenta este sábado en el foro “Guadalupe Balderas” del Centro Recreativo la obra ""Fragmentos del Infinito"", original del escritor Pablo Motl, director de esta obra que fusiona poesía, música y magia escénica en una experiencia multidisciplinaria. Pablo Motl indica que la música, original del artista Stefan Gabriel, se presenta en la obra “como un faro de innovación en el vibrante mercado artístico de Xalapa, conocido por su calidad y diversidad cultural”. “Se presenta en el corazón de Xalapa, una ciudad rica en cultura, ‘Fragmentos del Infinito’, como una propuesta única y provocadora, en la que se abordan temas profundos como la soledad, la trascendencia, la comodidad, la muerte y la búsqueda del yo, para llevar al público a explorar la esencia de la existencia.” Para PabloMotl, “Fragmentos del infinito” despierta una belleza inquietante que toca las fibras más íntimas de cada individuo, generando una reflexión profunda y una experiencia transformadora. El autor considera que la relevancia de “Fragmentos del infinito” en el mercado cultural de Xalapa radica en su capacidad para desafiar las expectativas y brindar a la audiencia una experiencia artística única. En una ciudad conocida por su tradición artística de alta calidad, esta obra se erige como una revolución poética y sensorial que enriquece el panorama cultural, ofrece una perspectiva artística y filosófica que complementa y enriquece la rica paleta cultural de la ciudad. Es un faro de innovación y una adición esencial al panorama cultural de la Capital. Función única, a partir de las 17:00 horas, en el foro “Guadalupe Balderas”, del Centro Recreativo Xalapeño, ubicado en la avenida Xalapeños Ilustres esquina con la calle de Insurgentes. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/en-el-centro-recreativo-puesta-en-escena-fragmentos-del-infinito--402808.html,1801,"Xalapa, Ver",2024-01-03
IPE no tendrá problemas económicos este 2024,"Xalapa, Ver. 01/03/2024",Desconocido,"El Instituto de Pensiones del Estado (IPE) tendrá solvencia suficiente para realizar los pagos de fin de año a todos los pensionados, expresó la directora Daniela Griego Ceballos. Este jueves 29 de febrero y luego de presentar su informe de actividades 2023 en la Estancia Garnica, la funcionaria estatal recordó que en los 5 años de administración no se ha generado ningún retraso y que se cumplirá con los pensionados. “Hemos pagado puntualmente no sólo el fin de año, sino cada mes se pasa la nómina de los pensionistas de manera puntual. Se paga a más de 35 mil pensionistas; 35 mil 300 pensionistas recibieron ya su pensión de manera puntual del mes de febrero”, aseveró. El IPE eroga un poco más de 680 millones de pesos para pensionados y este pago está asegurado no sólo hasta el mes de noviembre, sino que, además, de manera responsable se dejará la nómina del mes de diciembre. “Recordemos que la nómina del Instituto de Pensiones se trabaja con un mes de anticipación, la nómina de pensionados”. Es así que, antes de que termine su administración al frente del IPE, dejará elaborada la nómina y los recursos correspondientes para su pago como lo es aguinaldo y pendiente. El año pasado el recurso erogado fue por más de mil 500 millones de pesos, “el Gobierno anterior no lo hizo con nosotros, pero nosotros por supuesto que vamos a dejar las provisiones para cubrir en tiempo y forma no sólo la nómina de diciembre, sino todo el año”, finalizó. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/ipe-no-tendra-problemas-economicos-este-2024-402810.html,1497,"Xalapa, Ver",2024-01-03
Xóchitl Gálvez buscará “que chicas puedan irse de antro y que no tengan miedo”,Boca del Río Ver. 01/04/2024,Desconocido,"Xóchitl Gálvez Ruiz, candidata presidencial de la coalición Fuerza y Corazón por México Fuerza y Corazón por México , presentó ante miles de jóvenes veracruzanos la “Campaña Juvenil X24, el cual aseguró va a lograr que tengan oportunidades y cumplan sus sueños. En evento político realizado desde un hotel en Boca del Río, explicó que dicho proyecto propone seguridad, incremento de la matrícula en la educación superior y apoyos para jóvenes veracruzanos y del país, en el caso de resultar ganadora en la contienda electoral. La abanderada por el PAN-PRI-PRD, estuvo codeada de José Yunes Zorrilla, aspirante a la gubernatura, donde ambos interactuaron con los jóvenes asistentes y dejaron claro que en su gobierno no habrá abrazos, pues pondrán fin a los delincuentes. “Primero su seguridad, antes que nada, que las chicas puedan irse de fiesta de antro y que no tengan miedo”, expuso. También dijo que los policías municipales y estatales se les otorgará buen salario para no caer en provocaciones, que las patrullas tendrán tecnología y que a los hijos de estos se les darán becas. También habló de la creación de una agencia para impulsar con préstamos a jóvenes emprendedores y ayudar a las micros y pequeñas empresas, así como mantener las becas de jóvenes construyendo el futuro, a fin de mejorar el monto. Criticó también al actual gobierno de cancelar las becas en el Consejo nacional Ciencia y Tecnología (Conacyt) y desaparecer la Comisión Nacional para la Biodiversidad, por lo que dijo será lo contrario en su administración. También se refirió a los niños con capacidades diferentes, al hacer énfasis en el moño azul que portada, recordando que abril es el mes del autismo. “Quiero darle un mensaje especial a los jóvenes y personas con discapacidad, el problema no está en la discapacidad, el problema son las barreras que tienen los niños y jóvenes con síndrome de Down. El problema es que para los niños y jóvenes con autismo no hay oportunidades. Fin Texto de la nota Fin area de la nota",https://www.alcalorpolitico.com/informacion/xochitl-galvez-buscara-que-chicas-puedan-irse-de-antro-y-que-no-tengan-miedo--404371.html,2006,Boca del Río Ver,2024-01-04
